Id,SalePrice
1461,124341.0
1462,164845.0
1463,188212.0
1464,200409.0
1465,194589.0
1466,170038.0
1467,176032.0
1468,163410.0
1469,193521.0
1470,119585.0
1471,175459.0
1472,93826.0
1473,96069.0
1474,144894.0
1475,111932.0
1476,358715.0
1477,249549.0
1478,319221.0
1479,283993.0
1480,506550.0
1481,324211.0
1482,208550.0
1483,181332.0
1484,158251.0
1485,189402.0
1486,191225.0
1487,325233.0
1488,225089.0
1489,194385.0
1490,252715.0
1491,192499.0
1492,92343.0
1493,185874.0
1494,297636.0
1495,293181.0
1496,230608.0
1497,176192.0
1498,177012.0
1499,160995.0
1500,159316.0
1501,179833.0
1502,137759.0
1503,309786.0
1504,243020.0
1505,229421.0
1506,191353.0
1507,238828.0
1508,199200.0
1509,153585.0
1510,145798.0
1511,160146.0
1512,177119.0
1513,152489.0
1514,149542.0
1515,200367.0
1516,151659.0
1517,174939.0
1518,127576.0
1519,205813.0
1520,128266.0
1521,135309.0
1522,179607.0
1523,115969.0
1524,129954.0
1525,121471.0
1526,112692.0
1527,105758.0
1528,133103.0
1529,152573.0
1530,190188.0
1531,100402.0
1532,93932.0
1533,155318.0
1534,117476.0
1535,150180.0
1536,103511.0
1537,27288.0
1538,157815.0
1539,200394.0
1540,77480.0
1541,143465.0
1542,137129.0
1543,191992.0
1544,83876.0
1545,118318.0
1546,134042.0
1547,134993.0
1548,138017.0
1549,122541.0
1550,137173.0
1551,101720.0
1552,129583.0
1553,150236.0
1554,119178.0
1555,172415.0
1556,76502.0
1557,110589.0
1558,101330.0
1559,92865.0
1560,128145.0
1561,137662.0
1562,132186.0
1563,124179.0
1564,163619.0
1565,157389.0
1566,243641.0
1567,78121.0
1568,236783.0
1569,137534.0
1570,136798.0
1571,119711.0
1572,144009.0
1573,238271.0
1574,101070.0
1575,232858.0
1576,237842.0
1577,174820.0
1578,139048.0
1579,160656.0
1580,190243.0
1581,155074.0
1582,127844.0
1583,294071.0
1584,211876.0
1585,136554.0
1586,55456.0
1587,104982.0
1588,148400.0
1589,95650.0
1590,131119.0
1591,97779.0
1592,113837.0
1593,117621.0
1594,159137.0
1595,117436.0
1596,219737.0
1597,199067.0
1598,223727.0
1599,199268.0
1600,173239.0
1601,66448.0
1602,117887.0
1603,63174.0
1604,256114.0
1605,242701.0
1606,170424.0
1607,171213.0
1608,214649.0
1609,180375.0
1610,155844.0
1611,141247.0
1612,177724.0
1613,170518.0
1614,124015.0
1615,88226.0
1616,77836.0
1617,90849.0
1618,135274.0
1619,143837.0
1620,133936.0
1621,136344.0
1622,145292.0
1623,266202.0
1624,207901.0
1625,114642.0
1626,168223.0
1627,189973.0
1628,278823.0
1629,176869.0
1630,337899.0
1631,229477.0
1632,248953.0
1633,166441.0
1634,185087.0
1635,175910.0
1636,150797.0
1637,204874.0
1638,176794.0
1639,184039.0
1640,241245.0
1641,183590.0
1642,245857.0
1643,220787.0
1644,243298.0
1645,205957.0
1646,154258.0
1647,154749.0
1648,129778.0
1649,140624.0
1650,113524.0
1651,118940.0
1652,97196.0
1653,98342.0
1654,141488.0
1655,130774.0
1656,141535.0
1657,150239.0
1658,144836.0
1659,119903.0
1660,158416.0
1661,478502.0
1662,407109.0
1663,386098.0
1664,578623.0
1665,317249.0
1666,313692.0
1667,376216.0
1668,341848.0
1669,316878.0
1670,354991.0
1671,256253.0
1672,415282.0
1673,294048.0
1674,240892.0
1675,201165.0
1676,194983.0
1677,223759.0
1678,438503.0
1679,383920.0
1680,334373.0
1681,256103.0
1682,313355.0
1683,182860.0
1684,175772.0
1685,174900.0
1686,166575.0
1687,166748.0
1688,185703.0
1689,188609.0
1690,194963.0
1691,182729.0
1692,254571.0
1693,165664.0
1694,181554.0
1695,160049.0
1696,264691.0
1697,168809.0
1698,344603.0
1699,319543.0
1700,256633.0
1701,271484.0
1702,253491.0
1703,257862.0
1704,281653.0
1705,240677.0
1706,323085.0
1707,203213.0
1708,203174.0
1709,279946.0
1710,224875.0
1711,284543.0
1712,252723.0
1713,275121.0
1714,230375.0
1715,208785.0
1716,179602.0
1717,168469.0
1718,140959.0
1719,201666.0
1720,227119.0
1721,153554.0
1722,130164.0
1723,156054.0
1724,195756.0
1725,227857.0
1726,183007.0
1727,152253.0
1728,161945.0
1729,165105.0
1730,155468.0
1731,117407.0
1732,125705.0
1733,113083.0
1734,126221.0
1735,116979.0
1736,105926.0
1737,318066.0
1738,270311.0
1739,232659.0
1740,224237.0
1741,201265.0
1742,171804.0
1743,173072.0
1744,329894.0
1745,210535.0
1746,175167.0
1747,215446.0
1748,226441.0
1749,142583.0
1750,124008.0
1751,234049.0
1752,115945.0
1753,152914.0
1754,189813.0
1755,174354.0
1756,126391.0
1757,119103.0
1758,147040.0
1759,167867.0
1760,164701.0
1761,150532.0
1762,179489.0
1763,182816.0
1764,117161.0
1765,177936.0
1766,182004.0
1767,224755.0
1768,142453.0
1769,170800.0
1770,147642.0
1771,120291.0
1772,128479.0
1773,125557.0
1774,136125.0
1775,137686.0
1776,125623.0
1777,102493.0
1778,140962.0
1779,128077.0
1780,169434.0
1781,125735.0
1782,92554.0
1783,143825.0
1784,111568.0
1785,124039.0
1786,147032.0
1787,157398.0
1788,63699.0
1789,99661.0
1790,81820.0
1791,175762.0
1792,163660.0
1793,129057.0
1794,138990.0
1795,134029.0
1796,117191.0
1797,108757.0
1798,118815.0
1799,109856.0
1800,131343.0
1801,127417.0
1802,126076.0
1803,145299.0
1804,139810.0
1805,130483.0
1806,119786.0
1807,126696.0
1808,117267.0
1809,126816.0
1810,141680.0
1811,95157.0
1812,107113.0
1813,122361.0
1814,95606.0
1815,52819.0
1816,96741.0
1817,112280.0
1818,145542.0
1819,132851.0
1820,56120.0
1821,113005.0
1822,152247.0
1823,38336.0
1824,127241.0
1825,139974.0
1826,110163.0
1827,102401.0
1828,138450.0
1829,115131.0
1830,142267.0
1831,150158.0
1832,62163.0
1833,146023.0
1834,119804.0
1835,111073.0
1836,123050.0
1837,93862.0
1838,129999.0
1839,87530.0
1840,142185.0
1841,131688.0
1842,78880.0
1843,129548.0
1844,141615.0
1845,144721.0
1846,153578.0
1847,173625.0
1848,29625.0
1849,106309.0
1850,116348.0
1851,149193.0
1852,124095.0
1853,128270.0
1854,164420.0
1855,156904.0
1856,221038.0
1857,127472.0
1858,134767.0
1859,119249.0
1860,143919.0
1861,118409.0
1862,302317.0
1863,278709.0
1864,278822.0
1865,353529.0
1866,332897.0
1867,220538.0
1868,282413.0
1869,200068.0
1870,218436.0
1871,245975.0
1872,176482.0
1873,245890.0
1874,155713.0
1875,203793.0
1876,200900.0
1877,206020.0
1878,201319.0
1879,134320.0
1880,129382.0
1881,239056.0
1882,240626.0
1883,178266.0
1884,202016.0
1885,229772.0
1886,280766.0
1887,212575.0
1888,261925.0
1889,174032.0
1890,114817.0
1891,125638.0
1892,91465.0
1893,133975.0
1894,123101.0
1895,136569.0
1896,127054.0
1897,123040.0
1898,114390.0
1899,156900.0
1900,151782.0
1901,183339.0
1902,161781.0
1903,205243.0
1904,143429.0
1905,195335.0
1906,159427.0
1907,218932.0
1908,112451.0
1909,130503.0
1910,121156.0
1911,226311.0
1912,351020.0
1913,130845.0
1914,58834.0
1915,300778.0
1916,57548.0
1917,236500.0
1918,140637.0
1919,180549.0
1920,159607.0
1921,382856.0
1922,326181.0
1923,227580.0
1924,227128.0
1925,190673.0
1926,381087.0
1927,135917.0
1928,163307.0
1929,125997.0
1930,130368.0
1931,143330.0
1932,141359.0
1933,185398.0
1934,180990.0
1935,169302.0
1936,197780.0
1937,180811.0
1938,180524.0
1939,246652.0
1940,191066.0
1941,172796.0
1942,180994.0
1943,225166.0
1944,367422.0
1945,404707.0
1946,114752.0
1947,252416.0
1948,170539.0
1949,250259.0
1950,185086.0
1951,232133.0
1952,202080.0
1953,164084.0
1954,179462.0
1955,137676.0
1956,303578.0
1957,154862.0
1958,270133.0
1959,144259.0
1960,114351.0
1961,121076.0
1962,96395.0
1963,104486.0
1964,109044.0
1965,142797.0
1966,141900.0
1967,287830.0
1968,406364.0
1969,394329.0
1970,404062.0
1971,480035.0
1972,384149.0
1973,267781.0
1974,331263.0
1975,583900.0
1976,268816.0
1977,343167.0
1978,341564.0
1979,334036.0
1980,211455.0
1981,349866.0
1982,222644.0
1983,201922.0
1984,162260.0
1985,232882.0
1986,212064.0
1987,186247.0
1988,176695.0
1989,190670.0
1990,206188.0
1991,233127.0
1992,213750.0
1993,161377.0
1994,222703.0
1995,181069.0
1996,266449.0
1997,320048.0
1998,315783.0
1999,281300.0
2000,303198.0
2001,281977.0
2002,250242.0
2003,263810.0
2004,288129.0
2005,226550.0
2006,222297.0
2007,259116.0
2008,225340.0
2009,202085.0
2010,189248.0
2011,145326.0
2012,167147.0
2013,175620.0
2014,181792.0
2015,202209.0
2016,192230.0
2017,192661.0
2018,117121.0
2019,132750.0
2020,104417.0
2021,99848.0
2022,194082.0
2023,154083.0
2024,278970.0
2025,357169.0
2026,179245.0
2027,166367.0
2028,154105.0
2029,172424.0
2030,280391.0
2031,247198.0
2032,262846.0
2033,268292.0
2034,182305.0
2035,231103.0
2036,203277.0
2037,223057.0
2038,343871.0
2039,228770.0
2040,149191.0
2041,353292.0
2042,204571.0
2043,179105.0
2044,170126.0
2045,207780.0
2046,152323.0
2047,143564.0
2048,140991.0
2049,140942.0
2050,169048.0
2051,104106.0
2052,125081.0
2053,148039.0
2054,90981.0
2055,154872.0
2056,142307.0
2057,109642.0
2058,219975.0
2059,135141.0
2060,180060.0
2061,170053.0
2062,130002.0
2063,120476.0
2064,136636.0
2065,118023.0
2066,171193.0
2067,95244.0
2068,148079.0
2069,93201.0
2070,116240.0
2071,90593.0
2072,141745.0
2073,125871.0
2074,178178.0
2075,148344.0
2076,113987.0
2077,163109.0
2078,128397.0
2079,128358.0
2080,120634.0
2081,125746.0
2082,118737.0
2083,149688.0
2084,111769.0
2085,124577.0
2086,106457.0
2087,126829.0
2088,98520.0
2089,76527.0
2090,123244.0
2091,121174.0
2092,124795.0
2093,111152.0
2094,108235.0
2095,164489.0
2096,84078.0
2097,106450.0
2098,149488.0
2099,52734.0
2100,64649.0
2101,114959.0
2102,119159.0
2103,104770.0
2104,133981.0
2105,138614.0
2106,75061.0
2107,185530.0
2108,114984.0
2109,116607.0
2110,128741.0
2111,129880.0
2112,143519.0
2113,123302.0
2114,107824.0
2115,169995.0
2116,110782.0
2117,149279.0
2118,125126.0
2119,120669.0
2120,106222.0
2121,103592.0
2122,118710.0
2123,82426.0
2124,152824.0
2125,121727.0
2126,152449.0
2127,153891.0
2128,115050.0
2129,85665.0
2130,141049.0
2131,141057.0
2132,112539.0
2133,123885.0
2134,123465.0
2135,97977.0
2136,79912.0
2137,110276.0
2138,138568.0
2139,147786.0
2140,136186.0
2141,152703.0
2142,129489.0
2143,151925.0
2144,127805.0
2145,140641.0
2146,188125.0
2147,132413.0
2148,134357.0
2149,140596.0
2150,238159.0
2151,112397.0
2152,166970.0
2153,159910.0
2154,108491.0
2155,130940.0
2156,251942.0
2157,223344.0
2158,230708.0
2159,207538.0
2160,178799.0
2161,234515.0
2162,403745.0
2163,376061.0
2164,240456.0
2165,197331.0
2166,163559.0
2167,215489.0
2168,208559.0
2169,193810.0
2170,217157.0
2171,161959.0
2172,132901.0
2173,184208.0
2174,223582.0
2175,287059.0
2176,305787.0
2177,232148.0
2178,213838.0
2179,135579.0
2180,206199.0
2181,192341.0
2182,227227.0
2183,188538.0
2184,116670.0
2185,131092.0
2186,166179.0
2187,141498.0
2188,150263.0
2189,288458.0
2190,81158.0
2191,78912.0
2192,91456.0
2193,116286.0
2194,104223.0
2195,112587.0
2196,102672.0
2197,113395.0
2198,153540.0
2199,182048.0
2200,149952.0
2201,142973.0
2202,223050.0
2203,125087.0
2204,191625.0
2205,126675.0
2206,130724.0
2207,244441.0
2208,277146.0
2209,261385.0
2210,122378.0
2211,115845.0
2212,124577.0
2213,113865.0
2214,134447.0
2215,102829.0
2216,157293.0
2217,20666.0
2218,90700.0
2219,70581.0
2220,65456.0
2221,302342.0
2222,276215.0
2223,285346.0
2224,200893.0
2225,116754.0
2226,186002.0
2227,197206.0
2228,267490.0
2229,251974.0
2230,158625.0
2231,207310.0
2232,182875.0
2233,187575.0
2234,241271.0
2235,218663.0
2236,254176.0
2237,310452.0
2238,190831.0
2239,109305.0
2240,148567.0
2241,158056.0
2242,124347.0
2243,124264.0
2244,105975.0
2245,106322.0
2246,142636.0
2247,97986.0
2248,123402.0
2249,119806.0
2250,129107.0
2251,101977.0
2252,185139.0
2253,152884.0
2254,172166.0
2255,181637.0
2256,170151.0
2257,209187.0
2258,155872.0
2259,171919.0
2260,147202.0
2261,196302.0
2262,222231.0
2263,386255.0
2264,552580.0
2265,169106.0
2266,324076.0
2267,361996.0
2268,501117.0
2269,147913.0
2270,194670.0
2271,210858.0
2272,182518.0
2273,157440.0
2274,179656.0
2275,161785.0
2276,191616.0
2277,188975.0
2278,150654.0
2279,130344.0
2280,116966.0
2281,166702.0
2282,187041.0
2283,108942.0
2284,114846.0
2285,146499.0
2286,122860.0
2287,375418.0
2288,278378.0
2289,360482.0
2290,460471.0
2291,325990.0
2292,444651.0
2293,475097.0
2294,399271.0
2295,467020.0
2296,282791.0
2297,350142.0
2298,363086.0
2299,334473.0
2300,325455.0
2301,313807.0
2302,248739.0
2303,241234.0
2304,247529.0
2305,198239.0
2306,194691.0
2307,206979.0
2308,227313.0
2309,297658.0
2310,208154.0
2311,202309.0
2312,175537.0
2313,174588.0
2314,173739.0
2315,179606.0
2316,201642.0
2317,195592.0
2318,179404.0
2319,182030.0
2320,182082.0
2321,242039.0
2322,182431.0
2323,194417.0
2324,182954.0
2325,212331.0
